,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
356,24846,"Dell Inspiron 15 Intel Core i3-7130U 8GB 1TB HDD 15.6"" HD LED Windows 10 Laptop",Dell,Dell Inspiron 3567,15.6,1366,768,Glossy,0,Intel Core i3,Intel Core i3-7130U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,5.07,368.0,378.98
141,28645,"HP 15.6"" HD LED Backlight Premium Laptop | AMD A6-9225 2.6GHz | 4GB DDR4 RAM | 1TB HDD | DVD-RW | Gigabit Ethernet | HDMI | SD Card Reader | Windows 10 | Jet Black",HP,HP 15-db0011dx,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,1000,4.61,379.99,388.56
173,22860,"Dell LAT E6420 Laptop, Core i5-2520m, 2.5 GHz, 128 SSD, Windows 10 Professional, Black (Renewed)",Dell,Dell Latitude E6420,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,Windows,Windows 10 Pro,8,128,128,5.0,179.0,198.49
26,6768,HP 15-f215dx 15.6-inch Laptop PC - AMD Quad-core A8 / 4GB Memory / 750GB HD / DVDÂ±RW/CD-RW / HD Webcam / Windows 8.1 64-bit (Black),HP,HP 15-f215dx,15.6,1366,768,glossy,0,AMD A8,AMD A8-6410 2.0 GHz (Puma Quad-Core),0.0,0,AMD Radeon R5,Windows,Windows 8.1,4,0,750,4.8,449.99,449.99
381,8280,"2016 HP 17-g119dx Pavilion 17.3-Inch Laptop (Intel Core TM i5 â€“ 4210U 1.7 GHz Dual-Core Procesador, 1TB HD, 4 GB DDR3L, Windows 10), Plata",HP,HP Pavilion,17.3,1600,900,Glossy,0,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10,4,0,1000,6.17,649.0,649.0
455,20281,"Alienware Gaming Laptop, 15.6"" Full HD, Intel Core i7-7700HQ, 16GB DDR4 RAM, 256GB SSD + 1TB HDD, GeForce GTX 1070, VR Ready, Silver AW15R3-7003SLV-PUS",Alienware,Alienware 15 R3,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,1256,7.69,1299.0,1652.02
475,27887,"2019 Newest HP Pavilion Business Flagship Laptop PC 15.6"" HD Touchscreen Display 8th Gen Intel i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD Bluetooth B&O Audio Windows 10 Gold",HP,HP 15-cs0053cl,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.23,621.0,621.99
4,17471,"HP 17.3 inch (1600 x 900) HD+ Laptop PC, Intel Core i5-7200U 2.5 GHz Dual-Core, 8 GB DDR4, 1 TB HDD, DVD, HDMI, 802.11b/g/n, USB 3.1, Stereo speakers, Windows 10, Black",HP,HP 17,17.3,1600,900,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,0,1000,5.8,559.0,559.0
15,4081,"Dell Inspiron i5547-3753sLV 15.6-Inch Laptop (1.7 GHz Intel Core i5-4210U Processor, 6GB DDR3, 1TB HDD, Windows 8.1) Silver",Dell,Dell Inspiron i5547-3753sLV,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 8.1,6,0,1024,6.0,399.9,399.9
61,20740,"HP Pavilion 14"" HD Notebook , Intel Core i5-7200U Processor up to 3.10 GHz, 8GB DDR4, 1TB Hard Drive, No DVD, Webcam, Backlit Keyboard, Bluetooth, Win 10",HP,HP Pavilion 14-bk091st,14.0,1366,768,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,3.63,440.0,475.0
464,21894,"2018 HP 15.6"" Business Laptop HD+ WLED-backlit Touchscreen Display Intel i3-7100U Processor 12GB DDR4 RAM 1TB HDD Intel 620 Graphics DVD-RW 802.11AC Wifi HDMI Windows 10-Black",HP,HP 15-bs033cl,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,12,0,1000,4.52,574.0,579.0
508,16468,"HP - 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB HDD",HP,HP 17-x116dx,17.3,1600,900,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,0,1000,5.84,548.29,548.29
213,17478,HP Spectre X360 13-4116DX 13.3' 2.5GHz i7 16GB 512GB Touchscreen Notebook/Tablet (Renewed),HP,HP Spectre X360 (13-4116dx),13.3,2560,1440,Glossy,1,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,16,512,512,3.17,1499.77,1499.77
361,27581,"New ASUS VivoBook 2 in 1 Flip 14"" FHD LCD Touchscreen Laptop Computer, Intel Pentium N5000 up to 2.7GHz, 4GB LPDDR4, 64GB eMMC, Bluetooth, Webcam, Micro HDMI, Fingerprint Reader, Window 10 in S Mode",Asus,Asus VivoBook Flip TP401MA,14.0,1920,1080,Glossy,1,Intel Pentium,Intel Pentium Silver N5000 1.1 GHz (Gemini Lake Quad-Core),0.0,0,Intel UHD 605,Windows,Windows 10 S,4,64,64,3.3,409.0,409.0
162,27730,"Acer Predator Helios 300 Gaming Laptop PC, 15.6 inches Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GTX 1660 Ti 6GB, 16GB DDR4, 256GB PCIe NVMe SSD, Backlit Keyboard, PH315-52-78VL",Acer,Acer Predator Helios 300 PH315-52,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,256,256,5.51,1094.0,1099.99
340,9285,"Dell Inspiron 15.6-Inch Laptop (Intel Core i3-5015U Processor, 6GB RAM, 1TB HDD, Windows 10 Home 64-bit)",Dell,Dell i3558-9136BLK,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-5015U 2.1 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10,6,0,1000,4.85,479.99,479.99
79,25266,"Acer Chromebook 14, Celeron N3160, 14"" Full HD, 4GB LPDDR3, 16GB eMMC, CB3-431-C9W7 Bundle, Silver",Acer,Acer Chromebook CB3-431,14.0,1920,1080,Matte,0,Intel Celeron,Intel Celeron N3160 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.42,248.46,249.0
493,28045,"HP 17"" HD+ SVA WLED-Backlit Notebook Laptop, Intel Core i5-8250U Up to 3.4GHz, 24GB Memory: 16GB Intel Optane + 8GB DDR4, 2TB HDD, Webcam, Bluetooth, Windows 10 Home, Silver",HP,HP Pavilion,17.3,1600,900,Glossy,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,2000,,749.0,779.0
242,3950,"Dell Inspiron i3541-2001BLK 15.6-Inch Laptop (2.4 GHz AMD A6-6310 Quad-Core Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black",Dell,Dell Inspiron i3541-2001BLK,15.6,1366,768,Glossy,0,AMD A6,AMD A6-6310 1.8 GHz (Puma Quad-Core),0.0,1,AMD Radeon R4,Windows,Windows 8.1,4,0,500,6.0,317.88,317.88
435,19617,"Lenovo 320S Business Laptop PC 14"" LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD Dolby Audio HDMI 802.11ac Webcam Bluetooth 3.7 lbs Windows 10-Silver",Lenovo,Lenovo IdeaPad 320S,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,3.74,499.0,648.0
449,26773,"MSI GS65 Stealth THIN-050 15.6"" Gaming Laptop - 144Hz 7ms, Ultra Thin, i7-8750H (6 cores), GTX 1060 6G, 16GB RAM, 512G NVMe SSD, Win 10 Pro, RGB Keys, Black w/ Gold Diamond Cut",MSI,MSI GS65 Stealth Thin,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Pro,16,512,512,4.14,2099.0,2099.0
276,16473,Dell Latitude E7470 Business Ultrabook 14 Inch Full HD 1080p Intel 6th Gen i5-6300U 8GB DDR4 256GB SSD Windows 10 Pro,Dell,Dell Latitude (E7470),14.0,1920,1080,Matte,0,Intel Core i5,Intel Core i5-6300U 2.4 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,8,256,256,3.32,940.0,949.95
65,24838,"Apple MacBook (Mid 2017) 12"" Laptop, 226ppi, Intel Core M3-7Y32 Dual-Core, 256GB, 8GB DDR3, 802.11ac, Bluetooth, macOS 10.12.5 Sierra - Space Gray (Renewed)",Apple,Apple MacBook 2017,12.0,2304,1440,Glossy,0,Intel Core m3,Intel Core m3-7Y32 1.2 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 615,macOS,macOS High Sierra,8,256,256,2.03,799.99,899.99
378,21472,"Lenovo Flex 5 2-in-1 Laptop: Core i5-8250U, 8GB RAM, 128GB SSD, 14-inch Full HD Touch Display, Windows 10",Lenovo,Lenovo Flex 5,14.0,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,128,128,3.85,547.0,557.0
137,8060,"Dell XPS9350-5340SLV 13.3 Inch QHD+ Touchscreen Laptop (6th Generation Intel Core i7, 8 GB RAM, 256 GB SSD) Microsoft Signature Edition",Dell,Dell XPS9350-5340SLV,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,8,256,256,2.8,999.99,999.99
163,19841,"Dell Inspiron 15.6-inch HD Touchscreen Laptop PC (2018 Model), Intel i5-7200U 2.5GHz, 8GB RAM, 2TB HDD, Intel HD Graphics 620, MaxxAudio, Bluetooth, HDMI, WiFi, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,2000,5.07,537.0,537.97
324,30998,"MSI GF63 THIN 9RCX-818 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce GTX 1050 Ti, 8GB, 256GB NVMe SSD",MSI,MSI GF63 THIN 9RCX,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,4.1,649.0,848.0
347,17467,"ASUS VivoBook Thin and Light Gaming Laptop, 15.6"" Full HD, Intel Core i7-7700HQ Processor, 16GB DDR4 RAM, 256GB SSD+1TB HDD, GeForce GTX 1050 4GB, backlit Keys - M580VD-EB76",Asus,Asus VivoBook (M580VD-EB76),15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10,16,256,1256,5.1,938.0,938.0
277,29634,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1065G7 4 Core, NVIDIA GeForce GTX 1650 Max-Q, 13.3"" FHD 1080p 60Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Black",Razer,Razer Blade Stealth 13,13.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,512,512,3.13,1499.99,1799.99
67,22138,"2018 Dell Inspiron 15 300015.6-inch HD Truelife LED-Backlit Display High Performance Laptop PC, Intel Celeron N3060 Dual Core Processor, 4GB RAM, 500GB HDD, DVD, WIFI, Bluetooth, HDMI, Windows 10",Dell,Dell Inspiron 15 3000,15.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10 Home,4,0,500,5.07,378.99,379.0
185,26130,"MSI GS65 Stealth15.6"" 144Hz 7ms Ultra Thin 4.9mm Bezel Gaming Laptop, GTX 1070 8G, i7-8750H (6 Cores) 16GB DDR4, 256GB SSD, RGB KB VR Ready,Metal Chassis, Black w/ Gold Diamond Cut, Win 10 Home 64bit",MSI,MSI GS65 Stealth Thin,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,256,4.14,1399.99,1449.99
283,30292,"New Apple MacBook Air (13-inch, 8GB RAM, 256GB Storage) - Space Gray",Apple,Apple MacBook Air 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0.0,0,Intel UHD 617,macOS,macOS Mojave,8,256,256,2.75,1099.0,1232.0
343,9719,"Lenovo ideapad 300 80Q70021US 15.6-Inch Laptop (Intel Core i5 6200U, 8 GB RAM, 1TB HDD, Windows 10)",Lenovo,Lenovo Ideapad 300 80Q70021US,15.6,1366,768,,0,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,8,0,1000,5.06,649.0,649.0
406,30999,"Lenovo ThinkPad Edge E590 20NB001JUS 15.6"" Notebook - 1920 X 1080 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology",Lenovo,Lenovo ThinkPad E590,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,8,256,256,4.68,729.99,775.0
323,16465,"Microsoft Surface Pro (5th Gen) (Intel Core i5, 8GB RAM, 256GB)",Microsoft,Microsoft Surface Pro (5th Generation),12.3,2736,1824,Glossy,1,Intel Core i5,Intel Core i5-7300U 2.6 GHz (7th gen Kaby Lake Dual-Core),0.0,0,Intel HD 620,Windows,Windows 10,8,256,256,1.7,734.99,740.0
85,23419,"MSI GL62M 7RD-1407 15.6"" Full HD Thin and Light Performance Gaming Laptop i5-7300HQ GTX 1050 2G 8GB 256GB SSD Win10 SteelSeries Keys",MSI,MSI GL62M 7RD,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-7300HQ 2.5 GHz (7th gen Kaby Lake Quad-Core),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,256,256,5.29,898.99,899.0
422,30753,"Sager NP8957 0.78 Inches Thin & Light Gaming Laptop, 15.6 Inches FHD 144Hz Display, Intel Core i7-9750H, NVIDIA RTX 2070 8GB DDR6, 16GB RAM, 500GB NVMe SSD + 1TB HDD, Windows 10 Home",Other,Sager NP8957,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,500,1500,4.6,1549.0,1599.0
287,11675,"Lenovo ThinkPad P50 20EN0013US 15.6"" Laptop - Intel Core i7-6700HQ (4core 2.60 GHz), 8GB RAM, 500GB Hard Drive, NVIDIA Quadro M1000M 2GB",Lenovo,Lenovo ThinkPad P50 20EN0013US,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0.0,1,NVIDIA Quadro M1000M,Windows,Windows 7,8,0,500,5.6,1419.99,1419.99
264,26586,"ASUS ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6â€ 144Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe NVMe SSD, Aura Sync RGB, Windows 10 64-bit, GX531GW-AS76 .62â€ Thin",Asus,Asus ROG Zephyrus S GX531GW,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070 Max-Q,Windows,Windows 10 Home,16,512,512,4.63,1699.99,1926.26
166,24012,"Lenovo Yoga 920 - 13.9"" 4K UHD Touch - 8Gen i7-8550U - 16GB - 512GB SSD - Silver",Lenovo,Lenovo Yoga 920,13.9,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,3.02,1418.97,1418.97
286,29626,"New Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage) - Gold",Apple,Apple MacBook Air 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0.0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,899.0,899.99
64,19845,"HP Chromebook 11 G5, 11.6"", Celeron, 4GB, 16GB, X9U02UT",HP,HP Chromebook 11 G5,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.51,140.89,142.84
221,17751,"HP 17.3 inch HD+ Flagship High Performance Laptop PC, Intel Core i7-7500U 2.7GHz Dual-Core, 8GB DDR4, 1TB HDD, DVD RW, Stereo Speakers, Webcam, WIFI, Windows 10, Black",HP,HP 17,17.3,1600,900,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,0,1000,5.84,673.98,673.98
256,28483,"HP Envy X360, 15.6"" FHD IPS Touchscreen, 2019 Flagship 2 in 1 Laptop, AMD Quad-Core Ryzen 5 2500U(>i7-7500U), 8GB DDR4, 256GB PCle SSD, AMD Radeon Vega 8 802.11ac Backlit Keyboard Windows Ink Win 10",HP,HP Envy x360 15-cp0053cl,15.6,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,4.49,659.99,678.0
390,20097,"Dell i7577-7425BLK-PUS Inspiron UHD Display Gaming Laptop - 7th Gen Intel Core i7, GTX 1060 6GB Graphics, 16GB Memory, 128GB SSD + 1TB HDD, 15.6"", Matte Black",Dell,Dell Inspiron 7577,15.6,3840,2160,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,6.28,1199.99,1199.99
388,20955,"Samsung Chromebook 3, 11.6in, 4GB RAM, 16GB eMMC, Chromebook (XE500C13-K04US) (Renewed)",Samsung,Samsung Chromebook 3 (XE500C13-K04US),11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.54,99.83,108.97
44,4062,Dell Inspiron 15.6-Inch Touchscreen Laptop (i15RVT-3809BLK),Dell,Dell Inspiron 15.6-Inch,15.6,1366,768,Glossy,1,Intel Core i3,Intel Pentium 2127U 1.9 GHz (Ivy Bridge Dual-Core),0.0,0,Intel HD (UMA),Windows,Windows 8,4,0,500,6.0,417.57,417.57
2,25267,"Hp 15.6 Inch HD Thin and Light Laptop ( 7th Gen AMD A6-9220 2.5Ghz APU, 8GB DDR4 Memory, 500GB HDD, Wireless AC, HDMI, Bluetooth, WIndows 10)",HP,HP,15.6,1366,768,,0,AMD A6,AMD A6-9220 2.5 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,8,0,500,4.63,439.0,449.0
71,23118,"Dell Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS",Dell,Dell G3 3579,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,256,1256,5.57,1065.0,1099.0
171,23223,"2018 Dell Inspiron 13 7000 2 in 1 13.3"" FHD Touchscreen Laptop Computer, AMD Quad-Core Ryzen 5 2500U up to 3.6GHz(Beat i7-7500U), 16GB DDR4, 256GB SSD, AC WiFi + BT 4.1, USB Type-C, HDMI, Windows 10",Dell,Dell Inspiron 7375,13.3,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,16,256,256,3.86,559.5,559.5
336,26131,"MSI GS63VR Stealth Pro-230 15.6"" Ultra Thin and Light Gaming Laptop Intel Core i7-7700HQ GTX 1060 16GB 256GB NVMe SSD + 2TB VR Ready - Metal Chassis",MSI,MSI GS63VR Stealth Pro,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,2256,3.96,1999.11,1999.11
317,20089,"Dell Laptop - 7th Gen Intel Core i5, GTX 1060 6GB Graphics, 8GB Memory, 128GB SSD + 1TB HDD, 15.6"", Matte Black",Dell,Dell Inspiron 7577,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-7300HQ 2.5 GHz (7th gen Kaby Lake Quad-Core),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,8,128,1128,6.28,819.0,909.0
306,21222,"Dell Latitude E7440 14.1in HD Business Laptop Computer, Intel Core i5-4200U up to 2.6GHz, 8GB RAM, 128GB SSD, USB 3.0, Bluetooth 4.0, HDMI, WiFi, Windows 10 Professional (Renewed)",Dell,Dell Latitude E7440,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-4200U 1.6 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10 Pro,8,128,128,3.7,226.0,243.0
63,25932,"Acer Predator Helios 500 PH517-51-72NU Gaming Laptop, Intel Core i7-8750H, GeForce GTX 1070 Overclockable Graphics, 17.3"" Full HD 144Hz G-Sync Display, 16GB DDR4, 256GB PCIe NVMe SSD, 1TB HDD",Acer,Acer Predator Helios 500 PH517-51,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,1256,8.82,1529.0,1529.0
222,24432,"HP Probook 11-G2 11.6"" HD Touch-Screen Business Laptop, Intel Pentium 4405U (2.1GHz), 8GB Memory, 128GB SSD Storage, Intel HD Graphics 510, Windows 10 Pro - Gray",HP,HP ProBook 11 EE G2,11.6,1366,768,Matte,1,Intel Pentium,Intel Pentium 4405U 2.1 GHz (Skylake Dual-Core),0.0,0,Intel HD 510,Windows,Windows 10 Pro,8,128,128,3.76,328.0,337.14
478,30290,"2019 New Dell Inspiron 11 Chromebook , 11.6"" HD Non-Touchscreen Display, Intel Celeron Dual Core N3060 Processor, 4GB Ram, 16GB eMMc Flash Memory, WiFi, HDMI, USB3.0, Chrome OS",Dell,Dell Inspiron Chromebook 11,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.09,164.0,166.99
483,22137,"Dell I3565-A453BLK-PUS Laptop (Windows 10 Home, AMD Dual-Core A6-9220, 15.6"" LCD Screen, Storage: 500 GB, RAM: 4 GB) Black",Dell,Dell Inspiron 3565,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9220 2.5 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,500,5.07,287.97,298.95
134,21458,"HP 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10",HP,HP 15t,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9220 2.5 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,500,4.52,379.99,449.01
43,30513,"Prostar NH58RDQ 15.6 Inches FHD IPS 144Hz 5ms, Intel i7-9750H, RTX 2060, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 1TB SSHD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RDQ,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,32,500,1500,5.0,1399.0,1449.0
320,20284,"Dell XPS9360-1718SLV 13.3"" Laptop (7th Gen Intel Core i5, 8GB RAM, 128 GB SSD) Machined Aluminum Display Back & Base In Silver",Dell,Dell XPS 13 9360,13.3,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,128,128,2.9,799.0,799.0
